154	217	219	15
132	121	190	14
60	96	184	15
111	102	194	14
15	42	179	20
83	104	188	11
185	178	190	12
206	170	178	12
176	173	188	11
106	102	188	15
135	140	187	10
127	121	188	17
79	109	184	9
74	105	187	4
29	62	186	26
136	122	188	19
42	78	184	17
10	38	180	23
23	58	188	15
22	58	186	20
99	106	187	13
128	125	183	9
220	220	168	13
131	128	182	15
138	134	188	14
73	102	182	16
20	61	184	20
39	74	180	18
108	116	188	19
114	124	188	13
41	77	187	45
207	174	174	13
218	220	168	11
191	214	183	17
56	100	183	13
150	150	192	13
51	92	182	12
68	109	184	23
204	192	183	11
106	104	184	15
128	124	187	19
177	176	182	15
126	126	184	15
186	172	182	16
132	121	188	18
26	72	184	20
110	117	190	18
54	89	182	22
145	141	187	14
108	106	183	22
74	116	187	26
94	114	186	26
217	217	184	27
218	230	178	22
187	206	195	37
12	48	180	10
188	228	190	4
118	129	187	3
55	100	188	2
71	125	184	3
172	212	184	12
84	114	186	13
194	237	176	12
102	104	188	16
142	141	178	15
42	81	180	17
61	100	178	16
78	105	184	18
157	157	182	20
210	209	158	14
44	84	182	12
202	222	160	8
81	112	184	12
158	190	176	8
150	180	183	8
89	129	182	10
121	125	183	7
189	222	182	20
198	248	188	15
118	140	184	16
7	34	176	29
202	189	168	17
46	84	187	16
115	116	186	17
213	178	156	16
