403	204	168	2
89	199	93	11
331	185	102	11
155	175	97	22
321	170	111	11
395	210	104	13
382	186	104	11
234	182	88	10
37	166	97	10
404	196	102	13
306	173	83	10
333	197	100	9
288	162	89	14
427	199	101	4
306	178	79	3
328	172	101	4
297	186	81	10
91	200	92	10
215	189	80	7
63	198	103	9
30	155	93	17
438	164	99	20
93	199	85	15
134	160	95	14
103	182	95	12
208	186	87	14
367	184	113	17
173	151	102	15
255	162	79	13
135	160	97	17
259	167	95	14
256	165	84	14
138	148	99	11
258	164	89	16
415	186	97	15
374	167	113	16
247	167	80	14
58	184	113	18
91	202	91	18
391	204	112	21
408	192	111	16
182	161	98	12
104	180	98	14
345	148	106	14
104	180	97	19
73	159	91	16
255	165	83	16
215	191	88	15
325	168	107	18
310	173	95	17
296	180	78	16
239	192	95	21
260	167	95	19
427	191	101	13
138	153	100	11
359	174	111	3
238	186	84	1
136	170	80	6
125	187	87	4
55	179	90	2
31	158	90	14
171	165	90	16
191	158	86	12
191	166	79	9
35	155	93	10
316	179	90	8
129	168	91	9
337	180	88	9
134	165	89	8
43	163	94	14
49	168	95	12
358	188	96	7
160	178	102	7
98	194	83	8
127	174	90	8
227	172	95	7
360	184	87	6
55	192	91	5
45	178	107	6
131	164	83	23
173	155	99	16
248	160	71	19
343	152	97	17
226	162	77	17
