12	157	149
28	157	148
41	156	151
58	175	151
73	150	155
94	175	181
114	165	145
134	137	137
155	132	129
174	145	155
194	166	157
214	208	147
235	73	118
256	138	133
273	146	123
292	144	155
311	144	167
332	166	171
354	146	125
374	146	149
394	135	159
411	139	146
451	154	158
471	167	148
20	156	147
55	159	149
71	149	146
90	168	185
110	151	152
130	148	135
30	149	160
44	147	160
61	166	160
94	166	174
116	167	148
131	156	155
170	148	137
189	172	160
208	206	165
238	98	133
261	135	142
274	142	130
295	141	165
320	147	165
355	155	133
380	145	169
395	144	171
411	152	149
435	194	136
458	158	149
16	151	156
34	151	156
51	151	156
71	158	166
92	172	179
106	144	167
121	133	130
143	146	146
164	146	151
179	147	151
201	183	151
244	134	154
262	138	145
16	158	152
31	158	152
44	158	152
57	173	151
80	160	139
94	178	187
116	162	151
144	152	144
164	141	139
190	162	161
207	212	164
238	110	131
253	156	157
269	142	123
292	142	179
330	166	178
349	149	144
371	153	159
393	135	163
408	161	151
437	196	137
451	157	153
468	155	146
14	158	151
30	158	151
47	158	151
67	153	167
92	160	185
119	154	144
141	150	141
17	156	151
34	144	171
53	152	149
66	156	162
81	144	123
105	137	159
119	148	139
133	146	139
148	148	142
163	141	140
180	143	165
193	170	161
218	200	123
233	96	116
253	138	159
270	146	125
284	131	129
300	130	164
314	143	174
329	161	185
344	152	161
359	142	130
379	142	153
394	140	173
410	151	159
430	200	119
443	187	155
457	166	167
470	161	159
13	158	157
30	160	157
48	152	165
64	158	162
89	166	177
106	148	160
119	156	147
134	146	141
150	152	139
165	148	137
180	139	159
195	169	161
208	214	168
223	199	116
236	102	141
252	134	170
270	144	131
287	139	149
304	139	167
318	145	171
342	170	167
356	146	128
381	148	165
395	142	169
409	142	157
431	196	126
452	168	157
13	155	153
28	165	161
44	173	159
57	166	152
70	168	166
85	138	156
109	151	167
135	152	145
148	152	140
162	143	134
176	146	155
192	168	161
207	211	165
221	197	104
241	125	146
259	136	147
273	140	127
289	140	151
303	138	177
322	149	174
335	162	181
350	148	124
363	142	136
377	142	154
405	151	158
425	161	141
448	149	150
462	153	141
5	172	167
19	158	151
34	152	158
50	146	149
64	157	157
77	159	134
26	158	153
52	151	157
107	143	163
129	151	150
153	148	149
181	145	155
211	214	170
237	87	124
265	132	138
297	150	173
12	159	157
29	157	150
47	148	156
66	154	157
93	172	167
33	145	161
72	150	158
135	150	151
168	147	136
191	164	164
210	214	169
237	100	125
294	147	162
317	143	167
352	148	130
24	154	148
38	159	168
68	140	161
81	146	138
97	146	170
118	157	151
135	137	147
169	146	139
188	159	165
209	204	175
16	154	149
42	155	151
70	156	165
109	148	157
123	148	147
17	153	154
42	152	153
67	155	164
96	165	180
119	156	131
141	144	132
164	144	135
187	167	164
219	202	123
243	116	147
