178	370	213	15
279	538	111	87
359	471	165	49
42	385	162	34
64	393	182	25
313	537	297	33
298	574	273	19
230	360	132	32
277	529	105	81
122	364	198	50
108	375	209	32
368	484	233	222
223	361	143	31
196	358	170	15
326	520	270	63
327	519	258	17
75	396	198	28
94	387	204	13
202	363	158	9
265	453	48	14
204	360	158	21
303	577	291	24
92	385	201	18
316	525	293	21
322	519	281	21
357	486	162	23
204	364	159	20
384	495	246	14
91	393	203	23
108	372	197	17
321	517	284	19
109	376	207	26
204	364	164	17
195	358	168	15
197	358	168	15
103	379	206	23
125	364	200	18
389	510	255	20
202	360	165	27
199	364	164	22
226	363	137	19
86	388	200	19
275	513	98	25
83	393	203	16
368	480	227	19
384	516	252	22
122	364	198	23
328	516	261	16
62	409	176	11
224	367	141	28
53	382	177	14
198	366	168	15
108	373	203	10
14	408	128	8
72	391	200	9
36	385	156	12
193	366	159	9
235	360	120	10
231	363	126	54
330	516	245	71
113	366	201	38
373	484	225	28
286	576	170	28
297	579	269	38
199	361	164	68
295	577	252	30
193	363	173	76
282	552	134	167
339	511	189	21
63	409	176	7
252	372	108	10
317	522	282	19
267	462	68	14
13	409	135	6
191	372	144	6
192	363	173	5
378	508	239	20
224	361	134	22
367	489	224	21
54	388	170	23
194	363	171	18
