85	405	63
32	233	55
15	252	79
110	416	59
38	218	59
90	410	72
94	409	64
18	244	84
65	234	62
111	402	74
45	205	42
66	254	48
65	253	43
105	408	67
99	428	59
99	426	55
55	218	52
42	209	62
99	416	58
23	240	72
63	240	56
78	362	54
20	252	83
88	393	74
94	417	67
58	229	51
97	421	62
106	410	62
40	221	60
113	409	71
40	237	55
18	250	83
86	378	43
120	400	78
16	233	90
90	417	96
17	249	90
63	244	47
34	248	72
96	393	71
51	222	34
107	413	67
34	224	67
17	253	96
41	220	56
87	381	64
61	242	51
38	226	62
46	212	47
16	257	90
64	237	38
34	230	55
32	237	60
19	250	84
68	253	52
23	242	78
93	410	79
22	253	74
105	408	55
111	401	66
109	409	20
75	372	40
58	237	26
54	225	35
65	242	36
45	220	44
108	413	67
55	224	47
13	260	96
103	422	59
110	396	59
98	449	58
73	325	46
108	402	63
85	382	58
97	429	59
26	226	58
57	232	32
102	405	78
97	457	66
59	228	36
108	416	63
27	214	51
98	426	55
38	249	74
67	260	28
51	228	26
27	210	51
22	200	58
54	209	52
60	226	38
74	337	19
40	232	48
22	254	36
103	401	56
28	229	76
14	276	92
94	418	55
66	261	28
62	233	27
20	241	58
16	256	80
61	224	48
50	224	42
65	281	30
101	437	71
67	296	56
67	282	38
56	233	50
100	425	67
25	245	70
57	270	46
48	220	26
14	261	70
33	209	60
63	256	30
97	418	48
44	224	32
91	405	83
80	421	22
36	233	56
48	225	54
98	428	72
72	245	52
19	253	107
100	420	55
95	444	59
64	242	43
89	400	67
40	221	48
58	216	47
35	229	56
35	234	66
47	212	48
89	393	75
21	262	123
28	242	70
69	262	111
72	322	90
32	252	67
29	241	75
45	230	46
68	254	84
82	417	50
53	234	44
58	216	119
84	418	84
73	313	44
21	241	58
104	412	38
95	422	38
56	222	39
71	305	92
33	248	43
12	253	87
66	236	39
59	218	52
63	249	48
35	237	70
40	237	50
