18	252	96
39	214	55
60	225	39
85	386	39
107	405	58
128	388	87
22	236	78
43	212	34
64	242	39
86	390	62
107	402	59
128	389	80
26	234	59
55	252	44
105	396	52
126	389	80
22	244	76
48	230	46
74	338	16
94	410	52
115	401	68
136	381	80
21	260	72
43	234	31
67	282	40
91	409	83
115	402	66
25	245	66
47	214	23
68	270	36
29	237	78
49	218	48
93	400	60
117	405	67
141	385	90
26	241	84
50	208	51
73	325	64
92	409	64
110	408	64
136	388	84
20	237	79
40	229	55
59	226	52
97	414	64
111	414	64
128	396	79
23	246	86
46	210	52
60	228	47
76	356	27
96	414	56
113	409	60
131	394	79
23	248	82
52	213	48
103	418	59
117	408	72
142	385	92
19	248	79
35	233	75
18	249	86
38	224	62
63	238	36
95	428	39
121	402	71
135	393	80
16	253	86
29	237	76
45	220	46
64	245	47
99	417	59
120	404	70
29	230	79
47	226	54
70	333	79
94	413	72
117	402	68
131	396	80
18	249	84
38	228	63
55	226	52
86	390	66
100	434	63
128	397	74
16	250	87
30	233	76
52	218	48
65	253	50
92	405	70
123	408	78
16	250	79
31	237	75
45	216	48
61	228	38
83	392	40
98	434	76
116	398	74
129	396	84
18	256	87
37	224	46
62	233	28
77	373	28
96	416	52
109	408	66
122	400	78
137	389	88
15	256	83
29	232	72
54	225	40
92	396	71
123	405	75
16	261	87
45	214	55
59	233	51
88	400	82
112	394	70
130	398	91
13	264	84
28	242	82
41	224	59
54	217	43
78	377	28
103	410	66
119	405	79
133	393	87
29	246	79
47	222	48
65	262	36
82	389	54
98	424	63
119	404	84
132	392	90
11	268	99
39	228	68
53	222	50
67	254	48
85	398	90
99	421	70
123	398	82
24	226	74
40	225	62
53	210	51
77	381	30
90	405	92
113	405	71
127	396	78
15	249	82
31	241	74
47	212	58
60	221	52
83	390	60
98	421	67
112	394	71
125	398	86
141	392	98
13	252	88
29	234	84
43	233	68
56	221	51
81	393	47
96	420	59
111	392	72
125	396	84
138	384	86
13	254	90
26	234	75
39	229	70
52	222	58
67	254	51
23	256	83
39	232	66
60	222	31
103	421	58
121	410	74
137	389	87
23	237	83
45	216	52
58	220	44
103	418	60
22	249	78
37	226	56
56	220	43
99	417	62
121	402	79
34	237	70
59	222	38
103	420	55
37	230	67
109	410	60
44	216	50
104	412	58
135	393	82
32	237	80
101	416	56
17	257	135
57	204	58
91	401	72
104	417	55
126	397	74
19	248	78
54	226	32
100	422	59
126	390	76
22	248	78
28	238	76
48	209	44
95	425	51
117	413	75
136	393	82
14	240	99
35	233	59
52	221	48
91	376	70
106	400	62
125	398	75
18	249	88
37	233	54
57	237	52
89	389	66
