29	299	47	14
8	372	147	15
32	315	65	11
24	340	113	15
19	280	115	12
14	266	68	11
15	256	62	15
18	275	97	16
2	391	77	24
7	448	308	24
55	407	176	20
21	300	153	13
26	327	80	16
29	300	47	16
13	281	66	14
27	312	58	13
24	322	110	16
34	313	106	12
13	283	75	16
37	412	185	17
56	393	178	21
25	334	94	28
35	353	125	22
24	322	109	16
33	312	90	23
16	256	72	26
43	454	144	20
39	454	212	23
17	271	84	17
38	445	209	23
16	266	66	21
16	278	65	18
33	327	84	19
18	278	103	16
39	463	210	20
41	498	178	15
37	422	187	18
22	330	175	19
22	321	162	17
35	385	143	20
20	303	152	16
42	501	169	17
37	429	182	17
21	313	171	16
27	346	61	17
36	409	166	17
19	288	127	17
39	462	218	17
44	434	141	36
43	466	156	25
22	310	163	22
35	360	125	14
29	305	52	23
30	302	61	20
18	286	72	3
16	218	75	3
20	237	78	5
35	291	100	3
21	283	113	4
27	325	50	26
37	422	179	15
18	261	103	17
18	256	87	12
45	394	144	20
27	322	55	17
32	299	62	19
40	460	194	18
37	413	174	16
27	325	56	14
37	313	176	8
14	274	72	12
19	281	108	10
15	255	74	10
6	359	182	13
22	296	153	9
13	274	80	12
28	290	59	10
10	337	88	9
20	288	146	26
29	303	47	22
29	300	49	17
49	379	118	22
22	309	172	25
