27	220	119	16
20	213	122	20
33	253	114	10
21	200	115	7
62	213	154	14
73	185	118	8
43	72	68	25
28	221	123	12
43	90	70	12
26	194	108	28
61	217	123	13
71	181	123	12
48	166	68	16
64	197	176	18
67	172	132	13
54	228	115	12
71	176	132	12
49	198	68	20
21	201	107	8
112	277	116	15
53	224	106	20
29	254	128	17
57	268	96	17
58	270	103	18
22	209	116	15
67	173	124	16
24	165	127	21
54	221	118	20
77	229	103	16
80	177	235	18
52	238	88	17
49	197	56	23
32	241	116	18
79	169	191	22
56	257	100	17
54	226	111	15
23	201	118	15
58	266	100	19
76	224	96	19
86	200	188	17
28	234	114	18
68	152	99	18
64	204	191	22
69	161	99	18
48	168	70	18
41	176	72	18
36	245	123	15
54	228	118	20
60	261	100	16
66	181	158	29
40	217	94	26
61	218	131	18
69	158	96	19
31	236	128	31
78	222	94	11
31	228	119	7
60	262	95	11
10	190	92	10
14	185	106	8
64	192	178	25
37	249	128	11
60	264	104	15
57	272	88	15
66	186	154	13
57	281	96	12
79	180	186	13
32	232	120	43
58	282	104	16
82	144	239	14
17	181	136	7
19	206	180	8
13	190	174	8
61	216	155	8
22	206	147	6
55	225	170	6
70	176	151	6
19	202	159	6
44	97	147	10
64	198	183	48
21	216	116	22
65	189	156	21
12	172	100	19
54	222	104	17
