256	353	306	6
440	345	255	24
223	284	242	13
507	373	250	16
66	310	252	13
232	278	271	20
533	356	248	23
280	348	223	14
236	325	264	17
525	306	232	15
365	260	196	24
48	298	336	16
41	280	275	12
407	314	255	21
373	309	196	16
258	313	248	18
457	409	255	21
396	328	248	29
205	496	256	19
68	264	275	22
455	400	238	17
511	346	266	15
337	309	227	16
497	405	270	23
472	278	228	20
283	340	264	15
153	278	238	14
70	256	264	17
516	297	239	17
490	293	319	15
284	360	282	22
292	344	267	17
386	312	255	22
122	341	290	20
119	298	291	18
52	269	280	24
333	325	214	17
244	241	243	21
489	276	304	21
516	293	230	17
541	317	224	15
477	337	230	19
126	342	284	13
124	329	282	12
485	282	258	16
188	281	274	18
282	328	222	16
368	282	198	17
362	281	214	14
336	332	222	19
390	310	238	22
81	353	334	20
481	284	235	16
518	338	234	16
420	269	239	14
444	298	236	9
363	290	200	7
505	306	211	8
437	324	219	10
179	320	256	8
435	389	215	18
174	342	224	17
486	253	239	23
312	226	243	23
38	272	306	24
32	284	302	17
459	401	214	19
319	258	219	20
378	308	220	19
499	349	218	20
1	289	238	0
312	242	216	5
407	290	235	5
476	336	192	5
221	334	207	6
105	332	243	6
71	280	255	5
196	418	210	7
191	354	239	5
540	357	243	6
145	332	250	14
399	349	222	18
242	200	258	23
81	352	332	20
537	280	243	20
