458	93	59	11
121	131	128	7
219	107	96	9
44	146	159	17
229	108	95	10
299	105	82	7
352	102	72	8
316	108	83	10
96	133	134	9
298	109	86	12
41	138	149	17
418	113	77	11
101	138	128	9
258	106	90	7
90	140	131	14
14	140	163	7
254	116	101	6
377	100	83	8
202	113	106	25
144	124	128	13
374	106	77	17
154	116	129	10
29	139	170	9
310	112	86	12
169	122	111	11
387	110	73	14
49	138	151	13
419	102	75	20
209	112	107	15
140	127	127	13
268	112	94	24
430	100	70	16
116	130	131	15
457	100	64	12
343	106	86	15
436	101	64	11
339	112	82	14
278	113	90	12
374	110	76	19
182	120	104	19
432	98	65	13
380	107	70	20
218	114	107	18
270	116	95	17
44	134	160	15
301	108	85	14
454	100	64	23
54	135	151	23
47	151	224	17
450	108	127	13
41	154	222	8
249	114	211	8
292	120	207	8
58	136	146	15
213	108	103	12
401	104	61	9
309	108	79	6
291	108	84	7
97	132	119	22
38	134	146	15
391	109	58	20
317	108	74	30
399	104	62	24
436	100	56	18
333	109	71	16
95	129	122	18
313	106	74	16
424	101	56	15
297	122	126	7
143	149	167	7
179	135	158	8
44	134	160	20
405	105	67	14
249	108	95	19
311	112	82	18
62	132	150	20
