542	116	93	13
497	113	95	13
450	112	93	13
727	132	91	15
440	108	94	18
764	157	89	17
448	112	93	14
688	119	91	14
840	185	94	19
129	70	93	15
725	132	92	21
820	186	93	23
451	112	96	16
946	178	85	16
862	180	88	11
104	76	99	15
220	36	92	19
153	64	94	13
543	113	92	21
366	48	97	17
912	185	88	25
929	180	87	20
481	116	95	16
175	52	93	22
195	44	98	23
846	184	91	15
576	118	92	21
506	110	97	19
557	121	95	21
289	40	93	11
601	115	94	18
112	76	93	17
546	120	95	17
646	113	95	13
948	174	83	15
554	120	91	17
183	50	99	20
819	186	92	19
567	120	92	15
451	115	94	13
825	189	93	28
736	135	91	19
588	121	97	15
259	36	96	23
360	43	97	15
907	184	93	18
584	118	91	17
543	116	94	19
179	50	94	16
583	120	94	15
684	120	93	13
414	90	95	11
440	106	91	14
498	112	92	7
982	170	77	7
894	188	85	7
800	188	89	6
414	84	96	43
319	40	95	16
846	190	89	15
620	115	91	13
274	35	93	34
505	114	94	16
84	76	97	14
920	185	87	17
416	92	90	13
941	178	87	16
361	49	93	6
134	67	93	9
475	115	90	12
866	180	89	12
921	184	89	9
897	186	90	10
859	182	89	22
313	43	92	16
662	114	94	17
518	112	93	18
346	44	97	21
