36	316	146	14
15	440	127	19
2	456	184	17
17	436	116	15
15	440	130	13
5	452	170	15
10	448	143	10
18	434	118	11
39	301	170	13
30	377	104	38
9	454	162	22
12	444	140	14
18	430	106	13
21	426	99	10
37	306	163	7
39	289	188	5
44	294	203	5
45	276	227	5
36	313	163	11
20	421	104	12
24	414	106	17
26	397	108	15
17	441	119	20
14	445	134	23
29	382	115	12
43	289	194	11
32	350	126	13
22	429	112	11
27	389	106	16
44	286	199	16
43	289	192	16
34	336	130	15
42	296	184	13
25	404	103	14
43	289	187	17
39	306	166	23
11	446	139	17
27	394	102	13
22	434	107	11
34	342	132	17
35	330	142	14
20	437	106	18
38	308	160	16
44	281	198	21
30	368	114	14
20	432	112	13
34	338	132	17
23	418	110	16
20	440	111	13
39	310	163	18
29	369	116	15
44	289	199	17
35	332	142	13
44	274	199	9
23	417	91	8
23	410	104	9
37	312	147	11
50	266	234	27
41	298	175	23
33	344	124	19
19	433	108	19
44	286	200	16
42	290	182	18
38	310	151	20
38	313	155	16
36	321	143	14
38	313	160	15
49	274	223	15
48	253	282	7
39	310	167	21
32	354	119	17
13	441	139	22
29	390	104	17
36	326	144	17
