67	368	130
208	356	184
68	364	230
154	136	174
251	332	203
247	294	215
18	289	234
34	402	215
156	300	207
213	296	211
170	310	212
251	301	211
184	310	208
263	329	212
116	312	190
156	274	203
226	374	202
229	286	210
193	316	218
97	320	218
75	320	218
9	289	186
101	253	214
253	249	183
247	301	210
23	337	196
27	398	202
273	262	187
152	125	155
186	294	210
126	353	210
58	437	264
260	261	204
34	410	216
209	385	231
231	288	236
243	202	224
210	352	243
259	240	231
102	248	242
95	277	238
238	304	238
282	213	244
51	333	247
127	374	239
165	374	239
112	298	194
162	296	194
194	312	203
292	273	207
172	297	223
274	277	232
90	257	232
37	328	240
66	362	235
173	286	210
210	401	252
232	338	251
31	390	235
102	270	243
156	262	171
253	314	170
255	246	180
245	232	179
168	368	204
125	324	194
156	236	190
78	374	199
232	332	191
62	422	223
278	212	198
242	144	183
186	305	228
155	250	196
51	345	248
296	322	223
120	358	202
192	304	208
19	354	238
294	324	218
228	314	206
268	294	198
196	322	223
161	277	210
200	257	195
278	234	224
143	261	224
90	356	199
162	293	199
94	313	188
282	264	228
116	264	228
155	270	192
104	292	212
11	350	155
114	264	159
177	282	191
139	249	208
263	282	210
236	286	211
233	246	192
72	312	223
241	217	219
159	298	211
29	414	188
61	520	134
155	276	135
278	216	199
273	262	230
244	248	243
112	245	147
269	272	204
163	282	256
172	277	195
283	238	240
185	274	215
108	304	188
216	266	190
64	373	159
268	288	184
291	194	222
237	289	239
174	261	246
265	318	258
103	288	272
247	266	222
213	320	258
208	372	252
35	401	228
207	274	259
235	341	198
97	305	199
252	298	211
211	316	223
96	282	215
229	260	195
235	332	226
283	238	227
135	324	220
158	270	234
189	321	228
51	349	224
31	385	172
86	322	191
173	238	196
235	368	151
156	254	130
253	290	104
93	240	71
230	262	146
191	314	148
154	258	148
151	242	182
297	338	190
143	310	270
43	514	180
220	521	187
38	382	215
258	242	192
127	358	211
