219	167	169
121	135	116
253	192	121
79	149	139
185	152	120
205	176	171
94	170	138
194	172	138
94	170	138
11	176	134
74	140	105
32	174	108
91	176	114
108	170	145
137	173	142
242	152	135
205	176	171
77	149	133
62	168	140
25	138	90
245	176	138
187	178	134
93	173	127
135	181	130
41	168	90
256	190	129
136	185	124
76	145	130
41	168	90
61	170	129
311	157	126
60	165	142
55	169	117
160	145	118
109	176	136
109	166	150
45	178	113
135	181	130
201	166	146
128	160	138
108	170	145
52	172	115
76	145	130
266	181	126
186	141	127
154	163	117
78	147	119
248	190	131
304	170	138
139	180	125
105	167	117
144	173	135
193	159	118
26	129	91
246	180	137
74	140	105
88	172	149
75	145	110
186	141	127
90	175	120
266	187	130
89	170	127
297	175	122
42	176	94
174	203	126
96	194	102
79	149	139
19	177	120
156	137	109
253	192	121
60	165	142
295	185	126
109	176	136
25	132	98
105	167	117
274	167	127
223	171	109
195	167	126
100	197	115
253	192	121
89	170	127
139	187	146
154	144	106
128	160	138
166	176	172
285	143	138
65	165	140
19	177	120
62	180	130
286	139	155
160	145	118
286	139	155
206	173	170
77	144	128
311	169	118
43	174	100
88	172	149
100	197	115
154	144	106
116	140	117
