1002	376	297	1
14	216	192	10
672	234	194	10
874	253	227	11
305	247	231	14
985	436	440	17
412	265	227	11
342	222	200	10
750	457	263	12
68	223	186	10
1062	385	267	11
277	321	266	6
1048	412	275	7
549	354	249	6
219	426	248	6
254	388	251	5
15	210	197	14
857	313	236	8
523	348	239	8
416	271	213	14
461	262	222	12
1056	400	275	16
884	222	221	17
472	262	224	16
460	276	219	19
182	466	194	14
158	412	195	19
307	250	240	13
1074	367	255	14
856	312	254	14
1062	400	264	13
142	310	189	10
760	481	290	13
940	369	260	15
864	286	240	15
317	238	236	16
420	267	227	18
627	237	213	18
889	241	230	15
602	240	162	26
746	411	270	19
717	339	213	15
515	342	243	17
794	435	296	21
315	247	236	17
341	229	224	16
183	463	197	14
980	418	459	18
892	276	216	13
30	207	192	27
801	418	287	17
1073	370	260	23
1088	324	251	17
35	216	210	17
187	439	189	7
670	253	182	8
484	273	221	8
466	261	224	8
892	274	207	46
529	381	209	8
710	309	209	11
85	226	189	12
884	229	218	12
592	258	144	11
294	283	210	14
796	451	272	9
183	456	195	9
625	213	236	9
461	262	215	11
214	378	309	6
29	211	183	6
555	357	200	7
395	283	201	6
668	256	194	7
355	271	213	6
489	303	200	7
115	252	185	7
416	280	198	5
1070	361	248	7
285	301	251	14
50	213	191	23
697	261	182	18
621	222	201	16
