12	665	458
27	636	445
41	593	436
54	561	431
69	528	423
85	491	418
99	464	413
113	436	402
137	395	401
152	371	394
166	345	389
180	323	381
195	302	378
210	272	375
224	252	369
238	228	367
251	214	365
264	193	357
279	172	357
292	150	356
308	131	349
323	113	348
336	104	343
351	86	343
366	78	333
379	65	335
394	48	335
25	638	452
39	590	441
56	561	436
25	635	444
39	595	445
53	564	436
67	529	436
81	499	428
95	468	420
109	449	407
134	400	404
152	372	389
172	342	394
189	310	386
206	283	380
220	265	375
245	216	375
263	192	369
281	164	361
299	144	353
317	126	353
333	113	345
358	86	345
376	72	341
394	59	335
408	30	329
40	595	436
53	568	445
68	544	441
83	497	425
98	472	418
111	438	410
126	414	413
143	384	393
158	364	397
173	336	389
186	318	394
200	294	388
215	267	380
230	246	380
245	216	365
260	201	361
278	176	367
296	152	362
310	132	356
326	118	351
23	633	442
45	585	436
63	539	426
84	500	417
97	468	412
115	436	401
134	400	397
152	358	388
172	331	383
190	310	377
214	270	365
241	230	364
264	196	357
278	179	356
298	152	351
18	657	463
33	598	444
52	560	437
66	532	436
80	504	428
94	475	423
108	444	416
123	427	407
138	393	404
153	371	394
170	331	392
185	299	384
198	291	381
213	270	378
226	249	373
242	211	360
255	203	360
274	182	360
291	163	357
306	131	352
319	112	351
333	108	344
346	92	343
363	80	346
379	67	338
396	51	333
409	38	332
36	611	445
49	572	444
63	544	432
80	510	428
94	468	429
109	443	408
125	427	405
140	393	397
157	363	392
170	339	388
187	313	381
202	281	378
216	265	376
232	235	368
248	214	370
264	192	359
279	174	364
294	150	356
310	140	360
325	113	352
340	102	354
357	83	340
370	62	344
384	64	343
400	46	333
25	609	448
39	606	444
54	556	442
70	531	431
83	502	421
101	473	410
121	428	405
135	395	392
151	377	399
169	342	397
182	321	381
198	299	381
211	273	378
225	259	373
245	209	372
261	192	367
276	177	362
289	150	360
303	142	356
318	121	352
333	115	349
352	91	346
366	81	338
379	67	340
395	52	338
411	38	336
28	624	448
44	593	444
57	556	436
73	523	423
92	472	424
107	446	416
123	417	405
140	392	407
157	355	389
170	336	399
187	307	388
203	284	380
216	265	396
229	244	386
245	212	367
20	646	455
42	596	444
63	529	421
83	488	437
106	444	404
130	396	402
154	377	401
181	326	378
202	289	380
215	257	381
26	627	444
46	574	428
69	532	418
98	470	412
119	417	393
38	601	449
57	556	421
77	510	412
99	464	409
125	412	386
144	380	404
172	340	385
197	292	375
222	264	369
251	209	356
27	614	442
47	561	421
63	539	420
79	491	423
94	464	410
111	435	405
124	414	397
141	382	393
154	348	389
171	326	383
21	659	457
45	585	444
66	540	429
87	489	417
100	465	409
11	664	469
30	611	441
46	584	442
63	537	428
81	497	417
97	460	412
115	425	409
130	400	405
146	382	396
161	356	389
